"","make","model","Price","city08","highway08","cylinders","displ","drive","fuelCost08","fuelType1","ecoFriendly","ghgScore"
"32682","Buick","Encore AWD",46575,24,30,4,1.4,"All-Wheel Drive",1500,"Regular Gasoline","It's a monster!",6
"32683","Buick","Encore AWD",48039,24,30,4,1.4,"All-Wheel Drive",1500,"Regular Gasoline","It's a monster!",6
"32684","Chevrolet","Trax AWD",30729,24,30,4,1.4,"All-Wheel Drive",1500,"Regular Gasoline","It's a monster!",6
"32685","Chevrolet","Trax AWD",69994,24,30,4,1.4,"All-Wheel Drive",1500,"Regular Gasoline","It's a monster!",6
"32686","Mercedes-Benz","GLC300 4matic Coupe",57233,22,27,4,2,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32687","Mercedes-Benz","GLC300 4matic Coupe",27018,22,27,4,2,"4-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32688","Mercedes-Benz","AMG GLC43 4matic Coupe",43235,18,24,6,3,"4-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"32689","Cadillac","Escalade 2WD",16899,14,23,8,6.2,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32690","Cadillac","Escalade 2WD",16760,14,23,8,6.2,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32691","Chevrolet","Tahoe C1500 2WD",43310,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32692","Chevrolet","Tahoe C1500 2WD",38822,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32693","Chevrolet","Suburban C1500 2WD",61982,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32694","Chevrolet","Suburban C1500 2WD",49893,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32695","Chevrolet","Tahoe C1500 2WD",46159,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32696","Chevrolet","Tahoe C1500 2WD",56035,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32697","Chevrolet","Suburban C1500 2WD",46329,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32698","Chevrolet","Suburban C1500 2WD",64031,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32699","GMC","Yukon C1500 2WD",63161,14,23,8,6.2,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32700","GMC","Yukon C1500 2WD",52631,14,23,8,6.2,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32701","GMC","Yukon C1500 XL 2WD",49459,14,23,8,6.2,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32702","GMC","Yukon C1500 XL 2WD",45588,14,23,8,6.2,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32703","GMC","Yukon C1500 2WD",22114,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32704","GMC","Yukon C1500 2WD",51200,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32705","GMC","Yukon C1500 XL 2WD",68422,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32706","GMC","Yukon C1500 XL 2WD",33451,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32707","GMC","Yukon C1500 2WD",56437,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32708","GMC","Yukon C1500 2WD",65198,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32709","GMC","Yukon C1500 XL 2WD",56492,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32710","GMC","Yukon C1500 XL 2WD",18461,16,23,8,5.3,"Rear-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32711","Mercedes-Benz","GLE350",49979,18,23,6,3.5,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"32712","Mercedes-Benz","GLE350",45165,18,23,6,3.5,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"32713","Cadillac","Escalade 4WD",33004,14,21,8,6.2,"4-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32714","Cadillac","Escalade 4WD",51590,14,21,8,6.2,"4-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32715","Chevrolet","Tahoe K1500 4WD",25215,14,22,8,6.2,"4-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32716","Chevrolet","Tahoe K1500 4WD",35029,14,22,8,6.2,"4-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32717","Chevrolet","Tahoe K1500 4WD",55120,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32718","Chevrolet","Tahoe K1500 4WD",36854,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32719","Chevrolet","Suburban K1500 4WD",41418,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32720","Chevrolet","Suburban K1500 4WD",31844,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32721","Chevrolet","Tahoe K1500 4WD",69215,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32722","Chevrolet","Tahoe K1500 4WD",66565,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32723","Chevrolet","Suburban K1500 4WD",35399,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32724","Chevrolet","Suburban K1500 4WD",39269,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32725","GMC","Yukon K1500 XL 4WD",28852,14,21,8,6.2,"4-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"32726","GMC","Yukon K1500 XL 4WD",26507,14,21,8,6.2,"4-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"32727","GMC","Yukon K1500 4WD",15963,14,22,8,6.2,"4-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32728","GMC","Yukon K1500 4WD",32683,14,22,8,6.2,"4-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32729","GMC","Yukon K1500 XL 4WD",52141,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32730","GMC","Yukon K1500 XL 4WD",21610,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32731","GMC","Yukon K1500 4WD",42298,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32732","GMC","Yukon K1500 4WD",55831,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32733","GMC","Yukon K1500 XL 4WD",60991,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32734","GMC","Yukon K1500 XL 4WD",53184,15,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32735","GMC","Yukon K1500 4WD",53224,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32736","GMC","Yukon K1500 4WD",26516,16,22,8,5.3,"4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"32737","Mercedes-Benz","AMG GLE43 4matic Coupe",65225,17,22,6,3,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32738","Mercedes-Benz","AMG GLE43 4matic Coupe",21445,17,22,6,3,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32739","Mercedes-Benz","AMG GLE63 S Coupe",32658,14,18,8,5.5,"4-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"32740","Mercedes-Benz","AMG GLE63 S Coupe",47457,14,18,8,5.5,"4-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"32741","Mercedes-Benz","GLE350 4matic",51684,18,22,6,3.5,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32742","Mercedes-Benz","GLE350 4matic",56389,18,22,6,3.5,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32743","Mercedes-Benz","GLE350 4matic",66649,18,22,6,3.5,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32744","Mercedes-Benz","GLE350 4matic",69202,18,22,6,3.5,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32745","Audi","TT Roadster quattro",40919,23,30,4,2,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",5
"32746","Audi","TT Roadster quattro",50097,23,30,4,2,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",5
"32747","MINI","Cooper Convertible",16204,27,35,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"32748","MINI","Cooper Convertible",61665,27,35,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"32749","Audi","TT Coupe quattro",31752,23,30,4,2,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",5
"32750","Audi","TT Coupe quattro",52467,23,30,4,2,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",5
"32751","Audi","A3 quattro",39775,24,31,4,2,"All-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"32752","Audi","A3 quattro",63600,24,31,4,2,"All-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"32753","MINI","Cooper Hardtop 2 door",25222,27,35,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"32754","MINI","Cooper Hardtop 2 door",40436,27,35,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"32755","MINI","Cooper Hardtop 4 door",59139,27,35,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"32756","MINI","Cooper Hardtop 4 door",20830,27,35,3,1.5,"Front-Wheel Drive",1600,"Premium Gasoline","Kinda Green",7
"32757","Toyota","Prius c",24151,48,43,4,1.5,"Front-Wheel Drive",850,"Regular Gasoline","Green Car",10
"32758","Toyota","Prius c",53179,48,43,4,1.5,"Front-Wheel Drive",850,"Regular Gasoline","Green Car",10
"32759","Volkswagen","Jetta",55813,28,38,4,1.4,"Front-Wheel Drive",1250,"Regular Gasoline","It's a monster!",7
"32760","Volkswagen","Jetta",38140,28,38,4,1.4,"Front-Wheel Drive",1250,"Regular Gasoline","It's a monster!",7
"32761","Volkswagen","Jetta",69083,28,40,4,1.4,"Front-Wheel Drive",1200,"Regular Gasoline","It's a monster!",8
"32762","Volkswagen","Jetta",55071,28,40,4,1.4,"Front-Wheel Drive",1200,"Regular Gasoline","It's a monster!",8
"32763","Dodge","Challenger",15117,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32764","Dodge","Challenger",17769,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32765","Dodge","Challenger",61489,16,25,8,5.7,"Rear-Wheel Drive",2350,"Midgrade Gasoline","It's a monster!",3
"32766","Dodge","Challenger",34988,16,25,8,5.7,"Rear-Wheel Drive",2350,"Midgrade Gasoline","It's a monster!",3
"32767","Dodge","Challenger",49096,15,25,8,6.4,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32768","Dodge","Challenger",33958,15,25,8,6.4,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32769","Dodge","Challenger",31489,15,23,8,5.7,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32770","Dodge","Challenger",49168,15,23,8,5.7,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32771","Dodge","Challenger",47048,14,23,8,6.4,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32772","Dodge","Challenger",40969,14,23,8,6.4,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32773","Dodge","Challenger SRT",56743,13,22,8,6.2,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"32774","Dodge","Challenger SRT",48141,13,22,8,6.2,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"32775","Dodge","Challenger SRT",26471,15,25,8,6.4,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32776","Dodge","Challenger SRT",50686,15,25,8,6.4,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32777","Dodge","Challenger SRT",63138,13,21,8,6.2,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"32778","Dodge","Challenger SRT",22210,13,21,8,6.2,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"32779","Dodge","Challenger SRT",44019,14,23,8,6.4,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32780","Dodge","Challenger SRT",23567,14,23,8,6.4,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32781","Dodge","Challenger GT",21849,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32782","Dodge","Challenger GT",16183,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32783","Chrysler","300",65820,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32784","Chrysler","300",30492,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32785","Chrysler","300",16333,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32786","Chrysler","300",50419,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32787","Chrysler","300",17033,16,25,8,5.7,"Rear-Wheel Drive",2350,"Midgrade Gasoline","It's a monster!",3
"32788","Chrysler","300",34313,16,25,8,5.7,"Rear-Wheel Drive",2350,"Midgrade Gasoline","It's a monster!",3
"32789","Chrysler","300 AWD",43278,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32790","Chrysler","300 AWD",34859,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32791","Chrysler","300 AWD",53852,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32792","Chrysler","300 AWD",32553,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32793","Dodge","Charger",21916,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32794","Dodge","Charger",44611,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32795","Dodge","Charger",58971,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32796","Dodge","Charger",25205,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32797","Dodge","Charger",36220,16,25,8,5.7,"Rear-Wheel Drive",2350,"Midgrade Gasoline","It's a monster!",3
"32798","Dodge","Charger",58235,16,25,8,5.7,"Rear-Wheel Drive",2350,"Midgrade Gasoline","It's a monster!",3
"32799","Dodge","Charger",18730,15,25,8,6.4,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32800","Dodge","Charger",45143,15,25,8,6.4,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32801","Dodge","Charger SRT",34486,13,22,8,6.2,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"32802","Dodge","Charger SRT",19614,13,22,8,6.2,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"32803","Dodge","Charger SRT",55168,15,25,8,6.4,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32804","Dodge","Charger SRT",67245,15,25,8,6.4,"Rear-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"32805","Dodge","Charger AWD",58297,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32806","Dodge","Charger AWD",60720,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32807","Dodge","Charger AWD",33234,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32808","Dodge","Charger AWD",28907,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32809","Hyundai","Sonata",33002,28,37,4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","It's a monster!",7
"32810","Hyundai","Sonata",16722,28,37,4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","It's a monster!",7
"32811","Kia","Forte 5",33984,25,30,4,1.6,"Front-Wheel Drive",1500,"Regular Gasoline","It's a monster!",6
"32812","Kia","Forte 5",32810,25,30,4,1.6,"Front-Wheel Drive",1500,"Regular Gasoline","It's a monster!",6
"32813","Kia","Forte 5",63646,23,29,4,1.6,"Front-Wheel Drive",1600,"Regular Gasoline","It's a monster!",5
"32814","Kia","Forte 5",39827,23,29,4,1.6,"Front-Wheel Drive",1600,"Regular Gasoline","It's a monster!",5
"32815","Fiat","500 L",33150,22,30,4,1.4,"Front-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32816","Fiat","500 L",46009,22,30,4,1.4,"Front-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32817","Chevrolet","Colorado 2WD",21081,20,26,4,2.5,"Rear-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32818","Chevrolet","Colorado 2WD",36396,20,26,4,2.5,"Rear-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32819","Chevrolet","Colorado 2WD",17588,20,26,4,2.5,"Rear-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32820","Chevrolet","Colorado 2WD",25303,20,26,4,2.5,"Rear-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32821","Chevrolet","Colorado 2WD",19929,22,30,4,2.8,"Rear-Wheel Drive",1650,"Diesel","It's a monster!",4
"32822","Chevrolet","Colorado 2WD",17965,22,30,4,2.8,"Rear-Wheel Drive",1650,"Diesel","It's a monster!",4
"32823","Chevrolet","Colorado 2WD",66247,18,25,6,3.6,"Rear-Wheel Drive",2000,"Regular Gasoline","It's a monster!",4
"32824","Chevrolet","Colorado 2WD",54875,18,25,6,3.6,"Rear-Wheel Drive",2000,"Regular Gasoline","It's a monster!",4
"32825","GMC","Canyon 2WD",18576,20,26,4,2.5,"Rear-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32826","GMC","Canyon 2WD",32245,20,26,4,2.5,"Rear-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32827","GMC","Canyon 2WD",31841,20,26,4,2.5,"Rear-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32828","GMC","Canyon 2WD",20825,20,26,4,2.5,"Rear-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32829","GMC","Canyon 2WD",55802,22,30,4,2.8,"Rear-Wheel Drive",1650,"Diesel","It's a monster!",4
"32830","GMC","Canyon 2WD",55199,22,30,4,2.8,"Rear-Wheel Drive",1650,"Diesel","It's a monster!",4
"32831","GMC","Canyon 2WD",63674,18,25,6,3.6,"Rear-Wheel Drive",2000,"Regular Gasoline","It's a monster!",4
"32832","GMC","Canyon 2WD",59113,18,25,6,3.6,"Rear-Wheel Drive",2000,"Regular Gasoline","It's a monster!",4
"32833","Honda","Ridgeline FWD",41789,19,26,6,3.5,"Front-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32834","Honda","Ridgeline FWD",44853,19,26,6,3.5,"Front-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32835","Chevrolet","Colorado 4WD",66986,19,24,4,2.5,"4-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32836","Chevrolet","Colorado 4WD",15049,19,24,4,2.5,"4-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32837","Chevrolet","Colorado 4WD",65935,20,28,4,2.8,"4-Wheel Drive",1800,"Diesel","It's a monster!",4
"32838","Chevrolet","Colorado 4WD",64737,20,28,4,2.8,"4-Wheel Drive",1800,"Diesel","It's a monster!",4
"32839","Chevrolet","Colorado ZR2 4WD",57736,19,22,4,2.8,"4-Wheel Drive",2050,"Diesel","It's a monster!",3
"32840","Chevrolet","Colorado ZR2 4WD",51174,19,22,4,2.8,"4-Wheel Drive",2050,"Diesel","It's a monster!",3
"32841","Chevrolet","Colorado 4WD",31292,17,24,6,3.6,"4-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32842","Chevrolet","Colorado 4WD",68731,17,24,6,3.6,"4-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32843","Chevrolet","Colorado ZR2 4WD",62187,16,18,6,3.6,"4-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"32844","Chevrolet","Colorado ZR2 4WD",28210,16,18,6,3.6,"4-Wheel Drive",2350,"Regular Gasoline","It's a monster!",3
"32845","GMC","Canyon 4WD",30509,19,24,4,2.5,"4-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32846","GMC","Canyon 4WD",38282,19,24,4,2.5,"4-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32847","GMC","Canyon 4WD",53477,20,28,4,2.8,"4-Wheel Drive",1800,"Diesel","It's a monster!",4
"32848","GMC","Canyon 4WD",25627,20,28,4,2.8,"4-Wheel Drive",1800,"Diesel","It's a monster!",4
"32849","GMC","Canyon 4WD",29194,17,24,6,3.6,"4-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32850","GMC","Canyon 4WD",52684,17,24,6,3.6,"4-Wheel Drive",2100,"Regular Gasoline","It's a monster!",3
"32851","Honda","Ridgeline AWD",40505,18,25,6,3.5,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32852","Honda","Ridgeline AWD",46528,18,25,6,3.5,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32853","Chevrolet","Colorado Cab Chassis 2WD",24852,15,15,6,3.6,"Rear-Wheel Drive",2700,"Regular Gasoline","It's a monster!",2
"32854","Chevrolet","Colorado Cab Chassis 2WD",16515,15,15,6,3.6,"Rear-Wheel Drive",2700,"Regular Gasoline","It's a monster!",2
"32855","GMC","Canyon Cab Chassis 2WD",29977,15,15,6,3.6,"Rear-Wheel Drive",2700,"Regular Gasoline","It's a monster!",2
"32856","GMC","Canyon Cab Chassis 2WD",34137,15,15,6,3.6,"Rear-Wheel Drive",2700,"Regular Gasoline","It's a monster!",2
"32857","Chrysler","Pacifica",42443,19,28,6,3.6,"Front-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32858","Chrysler","Pacifica",46403,19,28,6,3.6,"Front-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32859","Jeep","Cherokee FWD",20454,21,30,4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"32860","Jeep","Cherokee FWD",51137,21,30,4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"32861","Jeep","Cherokee FWD",50027,21,30,4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","It's a monster!",5
"32862","Jeep","Cherokee FWD",28243,21,30,4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","It's a monster!",5
"32863","Jeep","Cherokee FWD",53255,21,29,6,3.2,"Front-Wheel Drive",1850,"Midgrade Gasoline","It's a monster!",5
"32864","Jeep","Cherokee FWD",18768,21,29,6,3.2,"Front-Wheel Drive",1850,"Midgrade Gasoline","It's a monster!",5
"32865","GMC","Terrain AWD",67461,24,28,4,1.5,"All-Wheel Drive",1550,"Regular Gasoline","It's a monster!",5
"32866","GMC","Terrain AWD",34864,24,28,4,1.5,"All-Wheel Drive",1550,"Regular Gasoline","It's a monster!",5
"32867","Jeep","Cherokee 4WD",47416,21,28,4,2.4,"All-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32868","Jeep","Cherokee 4WD",28840,21,28,4,2.4,"All-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32869","Jeep","Cherokee 4WD",45601,21,28,4,2.4,"All-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32870","Jeep","Cherokee 4WD",53444,21,28,4,2.4,"All-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32871","Jeep","Cherokee 4WD",56284,20,27,6,3.2,"All-Wheel Drive",1900,"Midgrade Gasoline","It's a monster!",5
"32872","Jeep","Cherokee 4WD",58062,20,27,6,3.2,"All-Wheel Drive",1900,"Midgrade Gasoline","It's a monster!",5
"32873","Jeep","Cherokee 4WD Active Drive II",53403,21,27,4,2.4,"4-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"32874","Jeep","Cherokee 4WD Active Drive II",65090,21,27,4,2.4,"4-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"32875","Jeep","Cherokee 4WD Active Drive II",29726,21,27,4,2.4,"4-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32876","Jeep","Cherokee 4WD Active Drive II",25309,21,27,4,2.4,"4-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"32877","Jeep","Cherokee 4WD Active Drive II",24127,18,26,6,3.2,"4-Wheel Drive",2100,"Midgrade Gasoline","It's a monster!",4
"32878","Jeep","Cherokee 4WD Active Drive II",30717,18,26,6,3.2,"4-Wheel Drive",2100,"Midgrade Gasoline","It's a monster!",4
"32879","Jeep","Cherokee Trailhawk 4WD",28464,19,25,4,2.4,"4-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32880","Jeep","Cherokee Trailhawk 4WD",49347,19,25,4,2.4,"4-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32881","Jeep","Cherokee Trailhawk 4WD",61745,19,25,4,2.4,"4-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32882","Jeep","Cherokee Trailhawk 4WD",67060,19,25,4,2.4,"4-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"32883","Jeep","Cherokee Trailhawk 4WD",65868,18,24,6,3.2,"4-Wheel Drive",2100,"Midgrade Gasoline","It's a monster!",4
"32884","Jeep","Cherokee Trailhawk 4WD",42494,18,24,6,3.2,"4-Wheel Drive",2100,"Midgrade Gasoline","It's a monster!",4
"32885","Chevrolet","Tahoe C1500 2WD",50269,14,23,8,6.2,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32886","Chevrolet","Tahoe C1500 2WD",66175,14,23,8,6.2,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"32887","Dodge","Durango RWD",51350,19,26,6,3.6,"Rear-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32888","Dodge","Durango RWD",44553,19,26,6,3.6,"Rear-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32889","Jeep","Grand Cherokee 2WD",21640,19,26,6,3.6,"Rear-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32890","Jeep","Grand Cherokee 2WD",21783,19,26,6,3.6,"Rear-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32891","Dodge","Durango AWD",43920,18,25,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32892","Dodge","Durango AWD",52770,18,25,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
